continent,year,iso_code,population,gdp,cement_co2,cement_co2_per_capita,co2,co2_growth_abs,co2_growth_prct,co2_per_capita,co2_per_gdp,co2_per_unit_energy,coal_co2,coal_co2_per_capita,consumption_co2,consumption_co2_per_capita,consumption_co2_per_gdp,cumulative_cement_co2,cumulative_co2,cumulative_coal_co2,cumulative_flaring_co2,cumulative_gas_co2,cumulative_oil_co2,cumulative_other_co2,energy_per_capita,energy_per_gdp,flaring_co2,flaring_co2_per_capita,gas_co2,gas_co2_per_capita,ghg_excluding_lucf_per_capita,ghg_per_capita,methane,methane_per_capita,nitrous_oxide,nitrous_oxide_per_capita,oil_co2,oil_co2_per_capita,other_co2_per_capita,other_industry_co2,primary_energy_consumption,share_global_cement_co2,share_global_co2,share_global_coal_co2,share_global_cumulative_cement_co2,share_global_cumulative_co2,share_global_cumulative_coal_co2,share_global_cumulative_flaring_co2,share_global_cumulative_gas_co2,share_global_cumulative_oil_co2,share_global_cumulative_other_co2,share_global_flaring_co2,share_global_gas_co2,share_global_oil_co2,share_global_other_co2,total_ghg,total_ghg_excluding_lucf,trade_co2,trade_co2_share
Europe,1870,,320343249,,,,431.41,6.053,1.42,1.417,0.658,,430.485,1.414,,,,,10501.612,10497.269,,,4.343,,,,,,,,,,,,,,0.925,0.003,,,,,81.01,81.32,,89.31,89.41,,,23.4,,,,29.51,,,,,
Europe,1871,,322700200,,,,459.742,28.332,6.57,1.499,0.743,,458.649,1.495,,,,,10961.354,10955.917,,,5.437,,,,,,,,,,,,,,1.093,0.004,,,,,81.21,81.49,,88.94,89.05,,,24.89,,,,33.3,,,,,
Europe,1872,,325181977,,,,496.532,36.79,8,1.606,0.776,,495.434,1.602,,,,,11457.886,11451.352,,,6.535,,,,,,,,,,,,,,1.098,0.004,,,,,79.27,79.57,,88.47,88.59,,,25.58,,,,29.68,,,,,
Europe,1873,,327725453,,,,522.498,25.966,5.23,1.677,0.808,,520.938,1.672,,,,,11980.385,11972.291,,,8.095,,,,,,,,,,,,,,1.56,0.005,,,,,78.52,78.96,,87.98,88.13,,,25.93,,,,27.5,,,,,
Europe,1874,,330294077,,,,484.545,-37.953,-7.26,1.543,0.717,,482.839,1.537,,,,,12464.93,12455.13,,,9.8,,,,,,,,,,,,,,1.706,0.005,,,,,77.78,78.29,,87.54,87.7,,,26.16,,,,27.3,,,,,
Europe,1875,,332888107,,,,534.636,50.091,10.34,1.689,0.776,,532.535,1.682,,,,,12999.565,12987.665,,,11.9,,,,,,,,,,,,,,2.1,0.007,,,,,79.11,79.49,,87.15,87.33,,,27.48,,,,35.96,,,,,
Europe,1876,,335507823,,,,547.124,12.488,2.34,1.735,0.811,,544.5,1.727,,,,,13546.689,13532.165,,,14.524,,,,,,,,,,,,,,2.624,0.008,,,,,79.81,80.19,,86.83,87.02,,,29.14,,,,40.11,,,,,
Europe,1877,,338153488,,,,545.932,-1.192,-0.22,1.718,0.793,,542.768,1.708,,,,,14092.621,14074.934,,,17.688,,,,,,,,,,,,,,3.163,0.01,,,,,78.09,78.63,,86.46,86.66,,,30.14,,,,35.82,,,,,
Europe,1878,,340825382,,,,551.744,5.812,1.06,1.722,0.794,,548.407,1.712,,,,,14644.364,14623.341,,,21.024,,,,,,,,,,,,,,3.337,0.01,,,,,78.33,78.98,,86.12,86.35,,,30.59,,,,33.2,,,,,
Europe,1879,,343512376,,,,569.566,17.822,3.23,1.742,0.826,,565.708,1.73,,,,,15213.931,15189.048,,,24.882,,,,,,,,,,,,,,3.858,0.012,,,,,75.45,76.22,,85.67,85.92,,,30.57,,,,30.45,,,,,
Europe,1880,,346224861,,,,640.718,71.152,12.49,1.938,0.903,,636.674,1.926,,,,,15854.648,15825.723,,,28.926,,,,,,,,,,,,,,4.044,0.012,,,,,75.05,75.95,,85.18,85.47,,,29.89,,,,26.3,,,,,
Europe,1881,,348929570,,,,657.749,17.031,2.66,1.956,0.9,,652.36,1.94,,,,,16512.396,16478.082,,,34.316,,,,,,,,,,,,,,5.39,0.016,,,,,74.54,75.4,,84.7,85.02,,,30.09,,,,31.24,,,,,
Europe,1882,,351659818,,,,680.172,22.423,3.41,2.038,0.907,,674.427,2.021,,,,,17192.57,17152.51,,,40.061,,,,,,,,,,,,,,5.746,0.017,,,,,72.99,73.88,,84.16,84.52,,,30.13,,,,30.32,,,,,
Europe,1883,,354405276,,,,718.737,38.565,5.67,2.11,0.927,,712.479,2.092,,,,,17911.307,17864.986,,,46.32,,,,,,,,,,,,,,6.259,0.018,,,,,72.52,73.14,,83.63,84,,,30.98,,,,37.89,,,,,
Europe,1884,,357177411,,,,714.114,-4.623,-0.64,2.106,0.926,,706.413,2.083,,,,,18625.422,18571.4,,,54.021,,,,,,,,,,,,,,7.701,0.023,,,,,71.26,71.89,,83.07,83.46,,,32.19,,,,42,,,,,
Europe,1885,,359976492,,,,716.627,2.513,0.35,2.051,0.927,,707.377,2.025,,,,,19342.047,19278.777,,,63.271,,,,,,,,,,,,,,9.249,0.026,,,,,70.98,71.67,,82.55,82.96,,,33.87,,,,48.76,,,,,
Europe,1886,,362802790,,,,715.953,-0.674,-0.09,2.078,0.911,,706.819,2.052,,,,,20058.002,19985.596,,,72.404,,,,,,,,,,,,,,9.133,0.026,,,,,69.82,70.97,,82.02,82.47,,,34.7,,,,41.83,,,,,
Europe,1887,,365656565,,,,743.251,27.298,3.81,2.14,0.92,,732.601,2.109,,,,,20801.252,20718.199,,,83.054,,,,,,,,,,,,,,10.65,0.031,,,,,69.03,70.34,,81.47,81.97,,,35.78,,,,45.34,,,,,
Europe,1888,,368538106,,,,787.469,44.218,5.95,2.221,0.937,,775.801,2.188,,,,,21588.721,21494,,,94.722,,,,,,,,,,,,,,11.668,0.033,,,,,66.05,67.41,,80.78,81.33,,,36.9,,,,47.45,,,,,
Europe,1889,,371466412,,,,824.518,37.049,4.7,2.336,0.969,,812.37,2.302,,,,,22413.24,22306.369,,,106.87,,,,,,,,,,,,,,12.149,0.034,,,,,69.18,70.57,,80.29,80.89,,,37.48,,,,42.75,,,,,
Europe,1890,,374454928,,,,862.528,38.01,4.61,2.371,0.921,,848.751,2.333,,,,,23275.768,23155.119,,,120.647,,,,,,,,,,,,,,13.777,0.038,,,,,66.43,67.79,,79.67,80.32,,,37.73,,,,39.75,,,,,
Europe,1891,,377474877,,,,892.962,30.434,3.53,2.435,1.025,,876.796,2.391,,,,,24168.729,24031.916,,,136.813,,,,,,,,,,,,,,16.166,0.044,,,,,65.71,66.98,,79.05,79.74,,,37.94,,,,39.58,,,,,
Europe,1892,,380556560,,,,879.268,-13.694,-1.53,2.348,0.984,,862.287,2.303,,,,,25047.998,24894.203,,,153.794,,,,,,,,,,,,,,16.981,0.045,,,,,64.18,65.22,,78.41,79.13,,,38.37,,,,42.23,,,,,
Europe,1893,,383687964,,,,854.818,-24.45,-2.78,2.264,0.941,,835.562,2.213,,,,,25902.814,25729.766,,,173.05,,,,,,,,,,,,,,19.255,0.051,,,,,63.15,64.09,,77.79,78.53,,,39.03,,,,45.25,,,,,
Europe,1894,,386850961,,,,927.854,73.037,8.54,2.437,0.985,,909.345,2.388,,,,,26830.67,26639.109,,,191.559,,,,,,,,,,,,,,18.509,0.049,,,,,66.23,67.24,,77.32,78.08,,,39.49,,,,44.37,,,,,
Europe,1895,,390045897,,,,952.554,24.7,2.66,2.481,0.99,,929.57,2.421,,,,,27783.223,27568.682,,,214.544,,,,,,,,,,,,,,22.984,0.06,,,,,64.13,65.02,,76.78,77.56,,,40.2,,,,47.35,,,,,
Europe,1896,,393273113,,,,996.091,43.536,4.57,2.573,1.003,,972.611,2.512,,,,,28779.314,28541.293,,,238.023,,,,,,,,,,,,,,23.479,0.061,,,,,64.95,65.97,,76.3,77.09,,,40.6,,,,44.65,,,,,
Europe,1897,,396532959,,,,1045.58,49.489,4.97,2.678,1.038,,1019.788,2.612,,,,,29824.895,29561.08,,,263.815,,,,,,,,,,,,,,25.792,0.066,,,,,65.09,66.07,,75.84,76.65,,,41.11,,,,46.44,,,,,
Europe,1898,,399825784,,,,1079.071,33.491,3.2,2.74,1.029,,1050.273,2.667,,,,,30903.965,30611.354,,,292.613,,,,,,,,,,,,,,28.798,0.073,,,,,63.69,64.49,,75.34,76.16,,,41.86,,,,50.36,,,,,
Europe,1899,,403185896,,,,1149.406,70.334,6.52,2.894,1.059,,1118.803,2.817,,,,,32053.371,31730.156,,,323.216,,,,,,,,,,,,,,30.602,0.077,,,,,62.1,62.86,,74.77,75.6,,,42.58,,,,50.96,,,,,
Europe,1900,,406629896,,,,1205.634,56.229,4.89,3.01,1.013,,1171.352,2.924,,,,,33259.008,32901.508,,,357.498,,,,,,,,,,,,,,34.282,0.086,,,,,61.76,62.53,,74.2,75.04,,,43.26,,,,50.92,,,,,
Europe,1901,,410117085,,,,1195.102,-10.532,-0.87,2.958,1.089,,1157.759,2.865,,,,,34454.109,34059.27,,,394.841,,,,,,,,,,,,,,37.343,0.092,,,,,59.26,60.01,,73.56,74.4,,,43.82,,,,49.95,,,,,
Europe,1902,,413688564,,,,1195.967,0.865,0.07,2.934,1.072,,1159.232,2.844,,,,,35650.078,35218.5,,0.004,431.572,,,,,,0.004,0,,,,,,,36.732,0.09,,,,,57.84,58.75,,72.9,73.76,,0,43.95,,,0.03,45.45,,,,,
Europe,1903,,417330587,,,,1245.051,49.083,4.1,3.027,1.097,,1209.754,2.942,,,,,36895.125,36428.254,,0.007,466.865,,,,,,0.004,0,,,,,,,35.293,0.086,,,,,55.19,56.11,,72.11,73,,0,43.73,,,0.03,41.24,,,,,
Europe,1904,,421010166,,,,1268.305,23.255,1.87,3.057,1.096,,1230.992,2.967,,,,,38163.43,37659.246,,0.011,504.175,,,,,,0.004,0,,,,,,,37.31,0.09,,,,,55.58,56.76,,71.41,72.32,,0.01,43.33,,,0.02,38.82,,,,,
Europe,1905,,424727733,,,,1305.576,37.27,2.94,3.119,1.102,,1274.135,3.043,,,,,39469.008,38933.383,,0.015,535.613,,,,,,0.004,0,,,,,,,31.437,0.075,,,,,53.74,55.08,,70.64,71.59,,0.01,42.49,,,0.02,32.39,,,,,
Europe,1906,,428482719,,,,1347.296,41.72,3.2,3.19,1.101,,1312.542,3.107,,,,,40816.305,40245.922,,0.026,570.355,,,,,,0.011,0,,,,,,,34.742,0.082,,,,,52.8,53.95,,69.86,70.83,,0.01,41.98,,,0.06,35.47,,,,,
Europe,1907,,432278569,,,,1492.693,145.398,10.79,3.503,1.184,,1454.673,3.413,,,,,42308.996,41700.598,,0.037,608.364,,,,,,0.011,0,,,,,,,38.009,0.089,,,,,51.73,53.02,,69.01,70.01,,0.01,41.16,,,0.06,31.81,,,,,
Europe,1908,,436112732,,0.111,0,1517.106,24.413,1.64,3.528,1.205,,1476.279,3.433,,,,0.111,43826.102,43176.875,,0.048,649.07,,,,,,0.011,0,,,,,,,40.706,0.095,,,,95.94,54.64,56.22,73.69,68.39,69.43,,0.02,40.39,,,0.06,31.6,,,,,
Europe,1909,,439414124,,0.11,0,1518.711,1.604,0.11,3.505,1.177,,1474.597,3.403,,,,0.22,45344.812,44651.473,,0.062,693.06,,,,,,0.015,0,,,,,,,43.99,0.101,,,,94.88,52.6,54.08,82.91,67.7,68.78,,0.02,39.8,,,0.06,32.73,,,,,
Europe,1910,,442200578,,0.128,0,1538.492,19.781,1.3,3.493,1.085,,1494.783,3.394,,,,0.349,46883.309,46146.254,,0.077,736.626,,,,,,0.015,0,,,,,,,43.566,0.099,,,,94.89,50.82,52.33,86.95,66.97,68.09,,0.02,39.07,,,0.06,30.28,,,,,
Europe,1911,,444373917,,0.141,0,1573.985,35.493,2.31,3.592,1.156,,1531.045,3.494,,,,0.49,48457.289,47677.301,,0.092,779.41,,,,,,0.015,0,,,,,,,42.784,0.098,,,,95.22,51.06,52.76,89.18,66.3,67.46,,0.03,38.25,,,0.06,28.04,,,,,
Europe,1912,,446048921,,0.169,0,1632.356,58.371,3.71,3.757,1.175,,1587.963,3.655,,,,0.659,50089.648,49265.262,,0.103,823.624,,,,,,0.011,0,,,,,,,44.213,0.102,,,,95.8,50.56,52.22,90.79,65.64,66.83,,0.03,37.53,,,0.04,28.19,,,,,
Europe,1913,,447186295,,0.194,0,1767.217,134.861,8.26,3.968,1.123,,1721.597,3.866,,,,0.853,51856.863,50986.859,,0.158,868.994,,,,,,0.055,0,,,,,,,45.37,0.102,,,,95.92,50.6,52.51,91.91,64.98,66.22,,0.04,36.57,,,0.19,24.97,,,,,
Europe,1914,,448347652,,0.139,0,1573.793,-193.424,-10.95,3.61,1.162,,1530.832,3.511,,,,0.992,53430.656,52517.691,,0.198,911.776,,,,,,0.04,0,,,,,,,42.782,0.098,,,,94.59,49.67,51.89,92.28,64.39,65.69,,0.04,35.59,,,0.13,23.04,,,,,
Europe,1915,,449475992,,0.153,0,1492.706,-81.087,-5.15,3.416,1.107,,1450.257,3.319,,,,1.145,54923.363,53967.945,,0.245,954.026,,,,,,0.048,0,,,,,,,42.249,0.097,,,,95.19,47.77,50.12,92.65,63.79,65.15,,0.05,34.58,,,0.15,21.43,,,,,
Europe,1916,,450563315,,0.173,0,1561.015,68.309,4.58,3.564,1.123,,1519.801,3.47,,,,1.318,56484.375,55487.75,,0.396,994.917,,,,,,0.15,0,,,,,,,40.891,0.093,,,,95.47,46.28,48.76,93.01,63.13,64.55,,0.08,33.46,,,0.39,19.05,,,,,
Europe,1917,,451646629,,0.14,0,1533.267,-27.748,-1.78,3.493,1.147,,1492.112,3.4,,,,1.458,58017.645,56979.863,,0.502,1035.825,,,,,,0.106,0,,,,,,,40.908,0.093,,,,94.39,43.46,45.97,93.14,62.39,63.88,,0.09,32.24,,,0.26,17.13,,,,,
Europe,1918,,452735659,,0.113,0,1394.054,-139.213,-9.08,3.169,1.092,,1360.727,3.094,,,,1.571,59411.699,58340.59,,0.619,1068.922,,,,,,0.117,0,,,,,,,33.097,0.075,,,,94.67,40.07,42.58,93.25,61.58,63.14,,0.1,30.92,,,0.32,13.53,,,,,
Europe,1919,,454293081,,0.117,0,1183.761,-210.293,-15.08,2.617,0.984,,1153.931,2.551,,,,1.688,60595.461,59494.52,,0.949,1098.304,,,,,,0.33,0.001,,,,,,,29.383,0.065,,,,94.2,39.26,42.71,93.32,60.9,62.56,,0.15,29.44,,,0.87,10.76,,,,,
Europe,1920,,456440497,,0.14,0,1373.671,189.91,16.04,3.022,1.009,,1351.987,2.975,,,,1.828,61969.129,60846.504,,1.927,1118.87,,,,,,0.978,0.002,,,,,,,20.565,0.045,,,,94.04,39.16,43.44,93.37,60.16,61.96,,0.29,27.42,,,2.35,5.86,,,,,
Europe,1921,,458944944,,0.121,0,1253.115,-120.556,-8.78,2.742,0.982,,1231.526,2.695,,,,1.949,63222.246,62078.035,,2.952,1139.313,,,,,,1.025,0.002,,,,,,,20.443,0.045,,,,93.23,40.74,46.39,93.36,59.6,61.55,,0.42,25.51,,,2.93,5.32,,,,,
Europe,1922,,461995358,,0.183,0,1397.865,144.75,11.55,3.065,1.011,,1369.936,3.004,,,,2.131,64620.109,63447.969,,4.054,1165.957,,,,,,1.102,0.002,,,,,,,26.644,0.058,,,,94.71,43.33,49.68,93.48,59.12,61.23,,0.54,23.83,,,2.75,6.25,,,,,
Europe,1923,,465460151,,0.196,0,1335.673,-62.192,-4.45,2.906,0.97,,1302.535,2.833,,,,2.327,65955.781,64750.5,,5.142,1197.811,,,,,,1.088,0.002,,,,,,,31.853,0.069,,,,94.11,36.48,41.59,93.53,58.39,60.65,,0.65,22.32,,,2.07,6.73,,,,,
Europe,1924,,468963376,,0.203,0,1541.491,205.818,15.41,3.301,1.005,,1502.468,3.217,,,,2.53,67497.273,66252.969,,6.593,1235.18,,,,,,1.451,0.003,,,,,,,37.37,0.08,,,,93.84,41.98,47.87,93.56,57.87,60.29,,0.77,21.16,,,2.43,7.94,,,,,
Europe,1925,,472522223,,0.222,0.001,1526.763,-14.728,-0.96,3.245,0.942,,1473.027,3.131,,,,2.752,69024.039,67726,,8.323,1286.964,,,,,,1.729,0.004,,,,,,,51.784,0.11,,,,1.55,41.12,46.93,16.15,57.35,59.92,,0.9,20.33,,,2.71,10.51,,,,,
Europe,1926,,476105901,,0.235,0.001,1308.385,-218.379,-14.3,2.76,0.799,,1254.909,2.647,,,,2.987,70332.422,68980.906,,10.107,1338.421,,,,,,1.784,0.004,,,,,,,51.457,0.108,,,,1.6,35.89,40.91,9.42,56.72,59.42,,1.02,19.63,,,2.58,10.49,,,,,
Europe,1927,,479713624,,0.382,0.001,1670.139,361.754,27.65,3.496,0.972,,1614.013,3.379,,,,3.368,72002.562,70594.922,,12.084,1392.189,,,,,,1.977,0.004,,,,,,,53.768,0.113,,,,2.49,41.95,48.19,7.16,56.26,59.1,,1.13,18.92,,,2.6,10,,,,,
Europe,1928,,483365625,,15.859,0.033,1676.785,6.646,0.4,3.484,0.939,,1603.313,3.331,,,,19.227,73679.344,72198.234,,14.255,1447.632,,,,,,2.17,0.004,,,,,,,55.443,0.115,,,,44.65,42.32,48.71,23.29,55.84,58.82,,1.24,18.31,,,2.63,10.09,,,,,
Europe,1929,,486994645,,16.758,0.035,1820.242,143.457,8.56,3.753,0.939,,1738.298,3.585,,,,35.985,75499.586,73936.523,,16.898,1510.175,,,,,,2.643,0.005,,,,,,,62.543,0.129,,,,45.56,42.78,49.53,30.15,55.44,58.56,,1.35,17.75,,,2.57,10.37,,,,,
Europe,1930,,490628405,,16.585,0.034,1721.169,-99.073,-5.44,3.523,0.904,,1610.126,3.296,,,,52.57,77220.758,75546.656,,20.713,1600.818,,,,,,3.815,0.008,,,,,,,90.643,0.185,,,,46.75,43.87,50.28,33.95,55.11,58.36,,1.53,17.61,,,3.66,15.66,,,,,
Europe,1931,,494191548,,15.606,0.032,1606.566,-114.603,-6.66,3.265,0.886,,1483.593,3.015,,,,68.176,78827.32,77030.25,,25.29,1703.608,,,,,,4.577,0.009,,,,,,,102.79,0.209,,,,50.56,45.83,52.63,36.71,54.89,58.24,,1.75,17.65,,,4.93,18.33,,,,,
Europe,1932,,497747399,,13.779,0.028,1492.846,-113.72,-7.08,3.012,0.849,,1370.385,2.765,,,,81.956,80320.164,78400.633,,30.209,1807.371,,,,,,4.919,0.01,,,,,,,103.763,0.209,,,,55.83,47.25,54.64,38.96,54.72,58.17,,1.97,17.74,,,5.58,19.33,,,,,
Europe,1933,,501267150,,13.54,0.027,1537.176,44.33,2.97,3.073,0.847,,1407.476,2.814,,,,95.495,81857.344,79808.109,,35.461,1918.28,,,,,,5.252,0.01,,,,,,,110.909,0.222,,,,56.81,46.21,53.65,40.77,54.53,58.08,,2.18,17.81,,,5.78,18.91,,,,,
Europe,1934,,504812851,,16.433,0.033,1682.142,144.966,9.43,3.339,0.894,,1531.372,3.04,,,,111.928,83539.484,81339.484,,41.778,2046.301,,,,,,6.316,0.013,,,,,,,128.021,0.254,,,,57.66,46.5,53.45,42.61,54.34,57.99,,2.42,17.96,,,6.2,20.63,,,,,
Europe,1935,,508382799,,18.72,0.037,1766.803,84.661,5.03,3.483,0.908,,1604.402,3.163,,,,130.647,85306.297,82943.883,,48.487,2183.273,,,,,,6.71,0.013,,,,,,,136.972,0.27,,,,58.41,46.54,53.81,44.32,54.16,57.9,,2.63,18.1,,,6.03,20.47,,,,,
Europe,1936,,511978332,,21.033,0.041,1876.495,109.692,6.21,3.672,0.938,,1701.329,3.33,,,,151.68,87182.789,84645.219,,56.365,2329.529,,,,,,7.877,0.015,,,,,,,146.256,0.286,,,,54.35,44.99,51.96,45.49,53.92,57.77,,2.87,18.21,,,6.28,20.05,,,,,
Europe,1937,,515602758,,22.177,0.043,2036.583,160.088,8.53,3.958,0.964,,1857.338,3.609,,,,173.857,89219.367,86502.547,,64.195,2478.767,,,,,,7.83,0.015,,,,,,,149.238,0.29,,,,54.4,45.67,53.79,46.46,53.7,57.68,,3.05,18.21,,,5.57,18.16,,,,,
Europe,1938,,519232424,,22.525,0.043,2045.975,9.392,0.46,3.949,0.938,,1859.221,3.589,,,,196.382,91265.344,88361.773,,71.879,2635.312,,,,,,7.684,0.015,,,,,,,156.545,0.302,,,,58.52,48.77,57.71,47.58,53.58,57.68,,3.21,18.29,,,5.67,19.64,,,,,
Europe,1939,,522824630,,17.278,0.033,2094.155,48.18,2.35,4.015,0.953,,1922.112,3.685,,,,213.66,93359.5,90283.883,,79.018,2782.938,,,,,,7.139,0.014,,,,,,,147.626,0.283,,,,48.51,47.19,56.07,47.66,53.41,57.64,,3.31,18.26,,,5.05,17.78,,,,,
Europe,1940,,525992802,,13.233,0.025,2227.796,133.641,6.38,4.244,1.032,,2069.633,3.943,,,,226.894,95587.297,92353.516,,87.21,2919.676,,,,,,8.193,0.016,,,,,,,136.738,0.261,,,,42.2,45.93,54.62,47.3,53.21,57.57,,3.44,18.12,,,5.34,15.67,,,,,
Europe,1941,,528740902,,18.729,0.036,2142.812,-84.984,-3.81,4.176,0.985,,2000.309,3.899,,,,245.623,97730.109,94353.828,,90.416,3040.244,,,,,,3.206,0.006,,,,,,,120.568,0.235,,,,43.35,43.21,51.59,46.97,52.94,57.43,,3.36,17.89,,,2.09,13.69,,,,,
Europe,1942,,531196939,,13.227,0.026,1996.335,-146.478,-6.84,3.875,0.927,,1865.32,3.621,,,,258.85,99726.445,96219.141,,94.124,3154.323,,,,,,3.708,0.007,,,,,,,114.079,0.221,,,,34.56,40.41,47.88,46.13,52.62,57.21,,3.29,17.69,,,2.23,13.65,,,,,
Europe,1943,,533432475,,14.494,0.027,2002.95,6.615,0.33,3.763,0.951,,1881.019,3.533,,,,273.344,101729.391,98100.164,,97.304,3258.58,,,,,,3.18,0.006,,,,,,,104.257,0.196,,,,41.73,39.87,48.07,45.87,52.29,57,,3.2,17.41,,,1.74,11.74,,,,,
Europe,1944,,535796884,,6.835,0.013,1889.258,-113.691,-5.68,3.533,0.932,,1753.749,3.28,,,,280.18,103618.648,99853.906,,99.822,3384.737,,,,,,2.517,0.005,,,,,,,126.157,0.236,,,,30.23,37,45.4,45.3,51.9,56.75,,3.08,17.15,,,1.27,12.39,,,,,
Europe,1945,,537707230,,7.454,0.014,1233.343,-655.915,-34.72,2.297,0.699,,1134.254,2.113,,,,287.634,104852,100988.164,,108.086,3468.107,,,,,,8.264,0.015,,,,,,,83.371,0.155,,,,32.5,29.06,37.9,44.84,51.42,56.43,,3.13,16.72,,,3.81,8.27,,,,,
Europe,1946,,538899589,,14.505,0.027,1656.559,423.216,34.31,3.079,0.974,,1521.407,2.828,,,,302.139,106508.547,102509.578,,117.276,3579.564,,,,,,9.19,0.017,,,,,,,111.457,0.207,,,,40.02,35.75,47.11,44.58,51.07,56.27,,3.19,16.36,,,4.11,9.78,,,,,
Europe,1947,,540540048,,18.449,0.034,1907.211,250.652,15.13,3.534,1.051,,1718.603,3.184,,,,320.587,108415.766,104228.172,,127.802,3739.198,,,,,,10.526,0.02,,,,,,,159.633,0.296,,,,42.81,37.18,47.57,44.48,50.74,56.1,,3.26,16.18,,,4.25,13.07,,,,,
Europe,1948,,543024166,,24.102,0.045,2055.523,148.313,7.78,3.791,0.998,,1817.623,3.352,,,,344.689,110471.289,106045.797,,142.02,3938.778,,,,,,14.218,0.026,,,,,,,199.58,0.368,,,,46.73,38.06,48.8,44.63,50.43,55.95,,3.38,16.11,,,5.08,14.89,,,,,
Europe,1949,,545975196,,28.137,0.052,2242.201,186.678,9.08,4.113,1.009,,1967.92,3.61,,,,372.826,112713.492,108013.727,,160.926,4166.016,,,,,,18.905,0.035,,,,,,,227.239,0.417,,,,48.39,42.76,55.54,44.89,50.25,55.95,,3.57,16.16,,,6.29,17,,,,,
Europe,1950,,549824298,,32.806,0.06,2382.639,140.438,6.26,4.335,1.002,,2057.422,3.744,,,,405.632,115096.125,110071.141,,180.916,4438.438,,,,,,19.99,0.036,,,,,,,272.421,0.496,,,,49.07,39.69,53.36,45.2,49.97,55.9,,3.72,16.18,,,5.66,16.52,,,,,
Europe,1951,,554824882,,36.856,0.067,2629.48,246.841,10.36,4.741,1.043,,2251.26,4.059,,,,442.487,117725.609,112322.406,,203.595,4757.123,,,,,,22.679,0.041,,,,,,,318.686,0.575,,,,48.68,41.22,55.45,45.47,49.74,55.89,,3.86,16.3,,,5.45,18.29,,,,,
Europe,1952,,560200990,,40.054,0.072,2713.203,83.723,3.18,4.845,1.024,,2299.065,4.106,,,,482.542,120438.805,114621.461,,228.793,5106.009,,,,,,25.199,0.045,,,,,,,348.886,0.623,,,,49.63,41.96,57.35,45.79,49.53,55.91,,4,16.46,,,5.64,18.98,,,,,
Europe,1953,,565795385,,44.577,0.079,2790.667,77.464,2.86,4.934,1,,2333.553,4.126,,,,527.118,123229.477,116955.023,,258.836,5488.503,,,,,,30.043,0.053,,,,,,,382.494,0.676,,,,49.82,41.98,57.71,46.11,49.33,55.95,,4.18,16.65,,,6.33,19.59,,,,,
Europe,1954,,571490924,,48.166,0.084,2969.121,178.454,6.39,5.198,1.01,,2447.545,4.285,,,,575.285,126198.602,119402.57,,292.227,5928.521,,,,,,33.391,0.058,,,,,,,440.019,0.77,,,,49.61,43.73,60.6,46.38,49.18,56.04,,4.36,16.92,,,6.66,21.27,,,,,
Europe,1955,,577208748,,54.194,0.094,3232.662,263.541,8.88,5.603,1.032,,2625.577,4.551,,,,629.478,129431.266,122028.148,,331.262,6442.378,,,,,,39.035,0.068,,,,,,,513.856,0.891,,,,50.46,43.43,60.05,46.71,49.02,56.12,,4.57,17.25,,,7.13,22.22,,,,,
Europe,1956,,582910889,,57.397,0.098,3444.108,211.446,6.54,5.911,1.057,,2751.54,4.722,,,,686.876,132875.375,124779.68,,379.138,7029.673,,,,,,47.875,0.082,,,,,,,587.295,1.008,,,,49.29,43.46,59.86,46.91,48.86,56.2,,4.84,17.64,,,8.15,23.41,,,,,
Europe,1957,,588597695,,60.761,0.103,3592.022,147.915,4.29,6.105,1.051,,2819.813,4.793,,,,747.637,136467.391,127599.492,,443.407,7676.853,,,,,,64.269,0.109,,,,,,,647.18,1.1,,,,49.62,43.88,60.24,47.12,48.71,56.28,,5.23,18.07,,,9.94,24.68,,,,,
Europe,1958,,594302249,,64.126,0.108,3630.382,38.36,1.07,6.111,1.034,,2762.041,4.649,,,,811.763,140097.781,130361.531,,527.315,8397.16,,,,,,83.909,0.141,,,,,,,720.307,1.212,,,,49.48,43.13,58.1,47.3,48.55,56.32,,5.74,18.57,,,11.89,26.41,,,,,
Europe,1959,,600080191,,72.471,0.121,3711.831,81.448,2.24,6.188,1.007,,2733.819,4.558,,,,884.233,143809.609,133095.359,,630.929,9199.087,,,,,,103.614,0.173,,,,,,,801.927,1.337,,,,49.93,41.91,55.26,47.5,48.35,56.29,,6.35,19.12,,,13.67,27.6,,,,,
Europe,1960,,605981479,,79.656,0.132,3961.923,250.092,6.74,6.541,0.864,,2844.117,4.695,,,,963.889,147771.516,135939.469,,758.39,10109.775,,,,,,127.461,0.21,,,,,,,910.689,1.503,,,,50.63,42.21,55.21,47.75,48.16,56.27,,7.04,19.73,,,15.28,29.12,,,,,
Europe,1961,,612010435,,87.27,0.143,4106.401,144.479,3.65,6.713,0.847,,2861.125,4.677,,,,1051.159,151877.922,138800.594,,914.828,11111.344,,,,,,156.438,0.256,,,,,,,1001.569,1.637,,,,53.19,43.6,57.89,48.16,48.03,56.3,,7.85,20.37,,,17.74,30.22,,,,,
Europe,1962,,618113874,,93.813,0.152,4333.286,226.884,5.53,7.013,0.851,,2906.273,4.704,,,,1144.973,156211.219,141706.875,0.319,1102.442,12256.611,,,,0.319,0.001,187.614,0.304,,,,,,,1145.267,1.854,,,,53.21,44.44,58.98,48.53,47.92,56.36,0.03,8.73,21.09,,0.37,19.39,32.15,,,,,
