continent,year,iso_code,population,gdp,cement_co2,cement_co2_per_capita,co2,co2_growth_abs,co2_growth_prct,co2_per_capita,co2_per_gdp,co2_per_unit_energy,coal_co2,coal_co2_per_capita,consumption_co2,consumption_co2_per_capita,consumption_co2_per_gdp,cumulative_cement_co2,cumulative_co2,cumulative_coal_co2,cumulative_flaring_co2,cumulative_gas_co2,cumulative_oil_co2,cumulative_other_co2,energy_per_capita,energy_per_gdp,flaring_co2,flaring_co2_per_capita,gas_co2,gas_co2_per_capita,ghg_excluding_lucf_per_capita,ghg_per_capita,methane,methane_per_capita,nitrous_oxide,nitrous_oxide_per_capita,oil_co2,oil_co2_per_capita,other_co2_per_capita,other_industry_co2,primary_energy_consumption,share_global_cement_co2,share_global_co2,share_global_coal_co2,share_global_cumulative_cement_co2,share_global_cumulative_co2,share_global_cumulative_coal_co2,share_global_cumulative_flaring_co2,share_global_cumulative_gas_co2,share_global_cumulative_oil_co2,share_global_cumulative_other_co2,share_global_flaring_co2,share_global_gas_co2,share_global_oil_co2,share_global_other_co2,total_ghg,total_ghg_excluding_lucf,trade_co2,trade_co2_share
South America,1930,,75173191,,0.323,0.004,29.122,-5.302,-15.4,0.404,0.149,,18.186,0.252,,,,0.883,549.725,448.633,,4.188,96.021,,,,,,0.454,0.006,,,,,,,10.159,0.141,,,,0.91,0.74,0.57,0.57,0.39,0.35,,0.31,1.06,,,0.44,1.76,,,,,
South America,1931,,76584541,,0.414,0.006,25.546,-3.577,-12.28,0.348,0.139,,14.286,0.194,,,,1.297,575.27,462.919,,4.752,106.302,,,,,,0.564,0.008,,,,,,,10.281,0.14,,,,1.34,0.73,0.51,0.7,0.4,0.35,,0.33,1.1,,,0.61,1.83,,,,,
South America,1932,,78013650,,0.462,0.006,28.96,3.414,13.37,0.378,0.156,,13.341,0.174,,,,1.759,604.231,476.26,,6.597,119.614,,,,,,1.846,0.024,,,,,,,13.312,0.174,,,,1.87,0.92,0.53,0.84,0.41,0.35,,0.43,1.17,,,2.09,2.48,,,,,
South America,1933,,79436531,,0.512,0.007,32.899,3.938,13.6,0.422,0.165,,14.929,0.191,,,,2.271,637.129,491.189,,9.869,133.8,,,,,,3.272,0.042,,,,,,,14.186,0.182,,,,2.15,0.99,0.57,0.97,0.42,0.36,,0.61,1.24,,,3.6,2.42,,,,,
South America,1934,,80886009,,0.664,0.008,37.257,4.359,13.25,0.469,0.172,,16.528,0.208,,,,2.936,674.387,507.717,,12.302,151.432,,,,,,2.433,0.031,,,,,,,17.632,0.222,,,,2.33,1.03,0.58,1.12,0.44,0.36,,0.71,1.33,,,2.39,2.84,,,,,
South America,1935,,82362593,,0.818,0.01,41.081,3.824,10.26,0.508,0.179,,17.86,0.221,,,,3.753,715.468,525.577,,15.595,170.542,,,,,,3.293,0.041,,,,,,,19.11,0.236,,,,2.55,1.08,0.6,1.27,0.45,0.37,,0.85,1.41,,,2.96,2.86,,,,,
South America,1936,,83866799,,0.937,0.011,39.597,-1.485,-3.61,0.481,0.165,,18.051,0.219,,,,4.691,755.064,543.629,,18.84,187.905,,,,,,3.245,0.039,,,,,,,17.363,0.211,,,,2.42,0.95,0.55,1.41,0.47,0.37,,0.96,1.47,,,2.59,2.38,,,,,
South America,1937,,85399154,,1.152,0.014,50.162,10.565,26.68,0.598,0.199,,20.145,0.24,,,,5.843,805.226,563.774,,23.598,212.012,,,,,,4.757,0.057,,,,,,,24.107,0.287,,,,2.83,1.12,0.58,1.56,0.48,0.38,,1.12,1.56,,,3.38,2.93,,,,,
South America,1938,,86960197,,1.327,0.015,46.273,-3.889,-7.75,0.542,0.178,,19.475,0.228,,,,7.169,851.499,583.249,,28.519,232.561,,,,,,4.921,0.058,,,,,,,20.55,0.241,,,,3.45,1.1,0.6,1.74,0.5,0.38,,1.27,1.61,,,3.63,2.58,,,,,
South America,1939,,88636214,,1.349,0.015,47.06,0.788,1.7,0.541,0.175,,19.298,0.222,,,,8.518,898.559,602.548,,30.523,256.97,,,,,,2.005,0.023,,,,,,,24.409,0.28,,,,3.79,1.06,0.56,1.9,0.51,0.38,,1.28,1.69,,,1.42,2.94,,,,,
South America,1940,,90456927,,1.392,0.016,50.717,3.656,7.77,0.571,0.185,,18.109,0.204,,,,9.91,949.276,620.656,,32.766,285.944,,,,,,2.243,0.025,,,,,,,28.973,0.326,,,,4.44,1.05,0.48,2.07,0.53,0.39,,1.29,1.77,,,1.46,3.32,,,,,
South America,1941,,92351468,,1.486,0.016,50.753,0.036,0.07,0.56,0.178,,15.228,0.168,,,,11.397,1000.029,635.884,,36.258,316.491,,,,,,3.492,0.038,,,,,,,30.547,0.337,,,,3.44,1.02,0.39,2.18,0.54,0.39,,1.35,1.86,,,2.28,3.47,,,,,
South America,1942,,94400241,,1.436,0.015,48.166,-2.586,-5.1,0.52,0.171,,14.411,0.155,,,,12.832,1048.195,650.295,,39.482,345.585,,,,,,3.224,0.035,,,,,,,29.095,0.314,,,,3.75,0.98,0.37,2.29,0.55,0.39,,1.38,1.94,,,1.94,3.48,,,,,
South America,1943,,96583061,,1.403,0.015,48.57,0.403,0.84,0.512,0.165,,15.244,0.161,,,,14.235,1096.764,665.539,,42.513,374.478,,,,,,3.031,0.032,,,,,,,28.892,0.305,,,,4.04,0.97,0.39,2.39,0.56,0.39,,1.4,2,,,1.66,3.25,,,,,
South America,1944,,98819348,,1.559,0.016,53.866,5.297,10.91,0.555,0.171,,14.871,0.153,,,,15.794,1150.631,680.41,,46.285,408.141,,,,,,3.772,0.039,,,,,,,33.663,0.347,,,,6.89,1.06,0.39,2.55,0.58,0.39,,1.43,2.07,,,1.91,3.31,,,,,
South America,1945,,101110462,,1.603,0.016,54.137,0.271,0.5,0.545,0.167,,15.829,0.16,,,,17.397,1204.768,696.24,,50.137,440.995,,,,,,3.852,0.039,,,,,,,32.853,0.331,,,,6.99,1.28,0.53,2.71,0.59,0.39,,1.45,2.13,,,1.78,3.26,,,,,
South America,1946,,103457779,,1.777,0.018,118.776,64.639,119.4,1.169,0.334,,17.17,0.169,,,,19.174,1323.544,713.409,,54.109,536.852,,,,,,3.972,0.039,,,,,,,95.857,0.944,,,,4.9,2.56,0.53,2.83,0.63,0.39,,1.47,2.45,,,1.77,8.41,,,,,
South America,1947,,105862717,,1.963,0.019,62.107,-56.669,-47.71,0.598,0.168,,19.01,0.183,,,,21.137,1385.651,732.419,,58.675,573.421,,,,,,4.566,0.044,,,,,,,36.569,0.352,,,,4.55,1.21,0.53,2.93,0.65,0.39,,1.49,2.48,,,1.84,2.99,,,,,
South America,1948,,108326732,,2.036,0.019,69.504,7.397,11.91,0.654,0.173,,20.863,0.196,,,,23.172,1455.155,753.282,,62.72,615.981,,,,,,4.045,0.038,,,,,,,42.56,0.4,,,,3.95,1.29,0.56,3,0.66,0.4,,1.49,2.52,,,1.44,3.18,,,,,
South America,1949,,110949438,,2.3,0.021,70.825,1.321,1.9,0.65,0.17,,17.716,0.163,,,,25.472,1525.98,770.998,,67.267,662.242,,,,,,4.547,0.042,,,,,,,46.262,0.425,,,,3.96,1.35,0.5,3.07,0.68,0.4,,1.49,2.57,,,1.51,3.46,,,,,
South America,1950,,113765191,,2.606,0.023,112.577,41.752,58.95,0.99,0.256,,17.902,0.157,,,,28.078,1638.557,788.9,27.824,69.7,724.055,,,,27.824,0.245,2.433,0.021,,,,,,,61.812,0.543,,,,3.9,1.88,0.46,3.13,0.71,0.4,37.79,1.43,2.64,,37.79,0.69,3.75,,,,,
South America,1951,,116853655,,2.846,0.024,131.287,18.71,16.62,1.123,0.284,,21.089,0.181,,,,30.923,1769.844,809.988,61.321,74.218,793.394,,,,33.496,0.287,4.518,0.039,,,,,,,69.339,0.593,,,,3.76,2.06,0.52,3.18,0.75,0.4,39.95,1.41,2.72,,41.94,1.09,3.98,,,,,
South America,1952,,120043209,,3.125,0.026,141.474,10.187,7.76,1.179,0.297,,19.561,0.163,,,,34.049,1911.318,829.549,97.217,79.494,871.01,,,,35.896,0.299,5.276,0.044,,,,,,,77.616,0.647,,,,3.87,2.19,0.49,3.23,0.79,0.4,40.7,1.39,2.81,,42.05,1.18,4.22,,,,,
South America,1953,,123321741,,3.547,0.029,140.643,-0.832,-0.59,1.14,0.281,,18.103,0.147,,,,37.596,2051.961,847.652,130.01,85.301,951.402,,,,32.793,0.266,5.807,0.047,,,,,,,80.393,0.652,,,,3.96,2.12,0.45,3.29,0.82,0.41,40.6,1.38,2.89,,40.31,1.22,4.12,,,,,
South America,1954,,126681746,,3.986,0.032,151.056,10.413,7.4,1.192,0.286,,19.583,0.155,,,,41.582,2203.018,867.235,164.921,91.79,1037.489,,,,34.912,0.276,6.488,0.051,,,,,,,86.087,0.68,,,,4.11,2.22,0.48,3.35,0.86,0.41,41.46,1.37,2.96,,44.98,1.29,4.16,,,,,
South America,1955,,130120236,,4.336,0.033,170.08,19.024,12.59,1.307,0.301,,19.91,0.153,,,,45.918,2373.098,887.145,201.572,98.927,1139.536,,,,36.651,0.282,7.137,0.055,,,,,,,102.047,0.784,,,,4.04,2.29,0.46,3.41,0.9,0.41,40.75,1.37,3.05,,37.85,1.3,4.41,,,,,
South America,1956,,133638912,,4.878,0.036,184.182,14.102,8.29,1.378,0.315,,20.221,0.151,,,,50.795,2557.28,907.366,242.607,106.654,1249.858,,,,41.035,0.307,7.727,0.058,,,,,,,110.322,0.826,,,,4.19,2.32,0.44,3.47,0.94,0.41,40.24,1.36,3.14,,37.93,1.32,4.4,,,,,
South America,1957,,137244214,,5.252,0.038,192.918,8.736,4.74,1.406,0.309,,19.207,0.14,,,,56.047,2750.198,926.573,286.522,115.851,1365.205,,,,43.915,0.32,9.197,0.067,,,,,,,115.347,0.84,,,,4.29,2.36,0.41,3.53,0.98,0.41,40.4,1.37,3.21,,41.28,1.42,4.4,,,,,
South America,1958,,140946132,,5.469,0.039,178.755,-14.163,-7.34,1.268,0.271,,19.613,0.139,,,,61.516,2928.953,946.186,326.153,125.729,1469.369,,,,39.631,0.281,9.878,0.07,,,,,,,104.164,0.739,,,,4.22,2.12,0.41,3.58,1.01,0.41,40.55,1.37,3.25,,41.67,1.4,3.82,,,,,
South America,1959,,144756679,,5.673,0.039,196.996,18.241,10.2,1.361,0.291,,19.308,0.133,,,,67.189,3125.949,965.494,363.898,136.842,1592.526,,,,37.745,0.261,11.113,0.077,,,,,,,123.157,0.851,,,,3.91,2.22,0.39,3.61,1.05,0.41,40.61,1.38,3.31,,41.16,1.47,4.24,,,,,
South America,1960,,148685682,,6.011,0.04,199.163,2.166,1.1,1.339,0.273,,20.687,0.139,,,,73.2,3325.112,986.181,398.149,149.736,1717.846,,,,34.251,0.23,12.894,0.087,,,,,,,125.32,0.843,,,,3.82,2.12,0.4,3.63,1.08,0.41,40.41,1.39,3.35,,38.42,1.55,4.01,,,,,
South America,1961,,152735901,,6.364,0.042,201.79,2.628,1.32,1.321,0.259,,20.526,0.134,,,,79.564,3526.902,1006.707,430.63,165.014,1844.986,,,,32.481,0.213,15.279,0.1,,,,,,,127.14,0.832,,,,3.88,2.14,0.42,3.65,1.12,0.41,40.19,1.42,3.38,,37.67,1.73,3.84,,,,,
South America,1962,,156898854,,6.749,0.043,215.67,13.88,6.88,1.375,0.266,,21.05,0.134,,,,86.313,3742.572,1027.757,468.6,182.306,1977.597,,,,37.969,0.242,17.291,0.11,,,,,,,132.611,0.845,,,,3.83,2.21,0.43,3.66,1.15,0.41,40.49,1.44,3.4,,44.19,1.79,3.72,,,,,
South America,1963,,161152904,,6.789,0.042,219.433,3.763,1.74,1.362,0.266,,21.429,0.133,,,,93.101,3962.005,1049.186,502.642,201.49,2115.586,,,,34.042,0.211,19.184,0.119,,,,,,,137.989,0.856,,,,3.65,2.14,0.42,3.66,1.18,0.41,40.28,1.47,3.42,,37.61,1.83,3.62,,,,,
South America,1964,,165468539,,7.519,0.045,230.217,10.785,4.91,1.391,0.262,,21.806,0.132,,,,100.62,4192.222,1070.993,537.759,223.071,2259.78,,,,35.117,0.212,21.581,0.13,,,,,,,144.194,0.871,,,,3.65,2.13,0.42,3.66,1.21,0.41,39.52,1.5,3.42,,31.13,1.87,3.51,,,,,
South America,1965,,169823166,,7.963,0.047,240.18,9.962,4.33,1.414,0.261,0.237,22.097,0.13,,,,108.583,4432.402,1093.089,574.815,246.532,2409.382,,6252.159,,37.056,0.218,23.461,0.138,,,,,,,149.603,0.881,,,1061.761,3.68,2.12,0.42,3.66,1.24,0.41,38.55,1.54,3.42,,28.41,1.91,3.39,,,,,
South America,1966,,174212381,,8.446,0.049,252.098,11.919,4.96,1.447,0.261,0.234,22.709,0.13,,,,117.029,4684.5,1115.798,612.462,271.872,2567.339,,6483.77,,37.647,0.216,25.34,0.146,,,,,,,157.957,0.907,,,1129.553,3.62,2.12,0.42,3.66,1.27,0.41,37.45,1.56,3.41,,26.04,1.89,3.32,,,,,
South America,1967,,178638479,,8.661,0.049,267.478,15.38,6.1,1.497,0.268,0.239,24.742,0.139,,,,125.69,4951.979,1140.541,655.281,299.002,2731.465,,6555.183,,42.819,0.24,27.13,0.152,,,,,,,164.126,0.919,,,1171.008,3.61,2.18,0.47,3.65,1.29,0.41,35.88,1.59,3.4,,22.44,1.89,3.23,,,,,
South America,1968,,183094376,,9.714,0.053,287.794,20.316,7.6,1.572,0.271,0.24,25.105,0.137,,,,135.404,5239.772,1165.646,697.046,327.729,2913.948,,6841.097,,41.765,0.228,28.727,0.157,,,,,,,182.483,0.997,,,1252.566,3.8,2.23,0.47,3.66,1.33,0.41,34.33,1.61,3.4,,20.49,1.84,3.3,,,,,
South America,1969,,187573595,,10.038,0.054,311.446,23.652,8.22,1.66,0.274,0.249,26.963,0.144,,,,145.442,5551.218,1192.609,741.389,357.241,3114.537,,6994.062,,44.343,0.236,29.512,0.157,,,,,,,200.59,1.069,,,1311.901,3.71,2.26,0.49,3.67,1.36,0.41,32.6,1.62,3.39,,18.17,1.73,3.35,,,,,
South America,1970,,192073923,,11.565,0.06,338.089,26.643,8.55,1.76,0.277,0.257,24.293,0.126,,,,157.006,5889.307,1216.902,788.368,392.364,3334.667,,7176.176,,46.979,0.245,35.123,0.183,,,,,,,220.129,1.146,,,1378.356,4.01,2.27,0.43,3.69,1.39,0.41,30.89,1.64,3.38,,16.91,1.96,3.24,,,,,
South America,1971,,196589337,,12.232,0.062,346.784,8.695,2.57,1.764,0.265,0.249,24.722,0.126,,,,169.238,6236.091,1241.625,830.392,429.531,3565.306,,7417.031,,42.023,0.214,37.167,0.189,,,,,,,230.64,1.173,,,1458.109,4.11,2.24,0.43,3.72,1.42,0.41,28.9,1.66,3.37,,13.08,1.92,3.2,,,,,
South America,1972,,201125764,,13.279,0.066,362.788,16.004,4.61,1.804,0.26,0.243,24.428,0.122,,,,182.517,6598.879,1266.052,869.5,468.987,3811.823,,7767.975,,39.108,0.194,39.456,0.196,,,,,,,246.517,1.226,,,1562.34,4.2,2.24,0.43,3.75,1.45,0.41,27,1.68,3.36,,11.28,1.92,3.17,,,,,
South America,1973,,205707788,,14.752,0.072,392.891,30.103,8.3,1.91,0.259,0.237,26.058,0.127,,,,197.269,6991.77,1292.111,909.141,513.999,4079.251,,8422.001,,39.641,0.193,45.012,0.219,,,,,,,267.428,1.3,,,1732.471,4.41,2.3,0.45,3.79,1.48,0.41,25.1,1.71,3.35,,9.86,2.11,3.22,,,,,
South America,1974,,210369123,,15.571,0.074,416.699,23.808,6.06,1.981,0.258,0.235,27.167,0.129,,,,212.84,7408.469,1319.278,938.124,560.822,4377.405,,8795.952,,28.983,0.138,46.823,0.223,,,,,,,298.154,1.417,,,1850.397,4.65,2.45,0.46,3.84,1.51,0.42,23.37,1.74,3.37,,7.41,2.15,3.64,,,,,
South America,1975,,215134418,,16.463,0.076,412.131,-4.567,-1.1,1.916,0.247,0.227,28.557,0.133,,,,229.303,7820.6,1347.835,956.215,608.069,4679.178,,8815.12,,18.091,0.084,47.247,0.22,,,,,,,301.773,1.403,,,1896.436,4.94,2.42,0.48,3.91,1.54,0.42,21.98,1.77,3.39,,5.37,2.14,3.72,,,,,
South America,1976,,220007821,,17.605,0.08,419.568,7.437,1.8,1.907,0.237,0.215,28.788,0.131,,,,246.908,8240.168,1376.622,977.862,654.469,4984.308,,9257.858,,21.646,0.098,46.4,0.211,,,,,,,305.129,1.387,,,2036.801,5.06,2.33,0.46,3.97,1.57,0.42,20.61,1.78,3.4,,5.48,1.98,3.57,,,,,
South America,1977,,224983261,,18.342,0.082,435.041,15.473,3.69,1.934,0.233,0.21,32.801,0.146,,,,265.25,8675.209,1409.423,997.523,704.71,5298.304,,9630.33,,19.661,0.087,50.242,0.223,,,,,,,313.996,1.396,,,2166.663,5.04,2.35,0.51,4.03,1.6,0.42,19.46,1.8,3.41,,5.15,2.1,3.54,,,,,
South America,1978,,230061554,,19.639,0.085,461.426,26.385,6.06,2.006,0.24,0.211,36.288,0.158,,,,284.888,9136.635,1445.711,1017.033,756.794,5632.208,,9968.321,,19.511,0.085,52.084,0.226,,,,,,,333.904,1.451,,,2293.327,5.08,2.42,0.55,4.09,1.62,0.42,18.43,1.82,3.42,,5,2.09,3.65,,,,,
South America,1979,,235240537,,21.596,0.092,494.424,32.999,7.15,2.102,0.243,0.209,38.788,0.165,,,,306.485,9631.06,1484.499,1036.893,815.555,5987.628,,10500.358,,19.859,0.084,58.761,0.25,,,,,,,355.421,1.511,,,2470.11,5.5,2.52,0.57,4.16,1.65,0.42,17.64,1.84,3.44,,5.51,2.22,3.82,,,,,
South America,1980,,240515270,,23.452,0.097,508.467,14.043,2.84,2.114,0.237,0.201,39.611,0.165,,,,329.937,10139.527,1524.11,1054.699,880.012,6350.769,,10662.849,,17.806,0.074,64.457,0.268,,,,,,,363.141,1.51,,,2564.578,5.93,2.61,0.56,4.25,1.69,0.43,17.03,1.87,3.47,,5.63,2.37,4.05,,,,,
South America,1981,,245886788,,23.086,0.094,489.334,-19.133,-3.76,1.99,0.233,0.194,39.15,0.159,,,,353.023,10628.861,1563.26,1069.916,944.843,6697.819,,10388.693,,15.217,0.062,64.832,0.264,,,,,,,347.05,1.411,,,2554.442,5.84,2.57,0.56,4.33,1.71,0.43,16.64,1.9,3.5,,6.41,2.35,4.06,,,,,
South America,1982,,251346383,,22.351,0.089,490.651,1.317,0.27,1.952,0.236,0.189,39.523,0.157,,,,375.374,11119.512,1602.782,1085.044,1014.978,7041.333,,10453,,15.128,0.06,70.135,0.279,,,,,,,343.514,1.367,,,2627.324,5.68,2.6,0.55,4.39,1.74,0.43,16.28,1.94,3.52,,6.42,2.6,4.12,,,,,
South America,1983,,256866412,,19.023,0.074,485.837,-4.814,-0.98,1.891,0.239,0.184,43.331,0.169,,,,394.397,11605.35,1646.114,1100.58,1090.879,7373.379,,10382.218,,15.536,0.06,75.901,0.296,,,,,,,332.047,1.293,,,2666.843,4.72,2.56,0.59,4.41,1.76,0.44,16,1.98,3.54,,7.29,2.78,4.03,,,,,
South America,1984,,262410927,,18.721,0.071,491.927,6.089,1.25,1.875,0.233,0.179,49.413,0.188,,,,413.118,12097.275,1695.526,1118.6,1172.133,7697.898,,10615.033,,18.02,0.069,81.254,0.31,,,,,,,324.518,1.237,,,2785.501,4.55,2.5,0.64,4.41,1.78,0.44,15.83,2.02,3.56,,9.63,2.74,3.89,,,,,
South America,1985,,267951818,,19.025,0.071,502.054,10.128,2.06,1.874,0.231,0.176,55.942,0.209,,,,432.143,12599.331,1751.469,1135.268,1253.506,8026.945,,10836.119,,16.667,0.062,81.372,0.304,,,,,,,329.047,1.228,,,2903.558,4.57,2.47,0.68,4.42,1.8,0.44,15.66,2.05,3.57,,9.17,2.64,3.95,,,,,
South America,1986,,273476305,,22.189,0.081,530.17,28.116,5.6,1.939,0.228,0.174,56.858,0.208,,,,454.333,13129.501,1808.327,1152.126,1342.046,8372.669,,11350.972,,16.858,0.062,88.54,0.324,,,,,,,345.724,1.264,,,3104.222,5.11,2.57,0.68,4.45,1.83,0.45,15.53,2.09,3.59,,9.91,2.93,4.03,,,,,
South America,1987,,278983193,,23.066,0.083,557.53,27.36,5.16,1.998,0.231,0.176,62.713,0.225,,,,477.399,13687.03,1871.04,1169.889,1437.152,8731.551,,11560.46,,17.763,0.064,95.106,0.341,,,,,,,358.882,1.286,,,3225.174,5.09,2.62,0.73,4.48,1.85,0.46,15.43,2.13,3.61,,10.86,2.91,4.14,,,,,
South America,1988,,284470907,,23.281,0.082,580.554,23.024,4.13,2.041,0.238,0.177,65.179,0.229,,,,500.68,14267.585,1936.219,1189.491,1540.709,9100.485,,11750.196,,19.603,0.069,103.557,0.364,,,,,,,368.934,1.297,,,3342.589,4.86,2.63,0.73,4.49,1.87,0.46,15.31,2.17,3.63,,10.53,3.01,4.11,,,,,
South America,1989,,289942213,,21.72,0.075,580.184,-0.37,-0.06,2.001,0.238,0.175,68.64,0.237,,,,522.4,14847.768,2004.859,1207.28,1644.294,9468.936,,11698.689,,17.789,0.061,103.584,0.357,,,,,,,368.45,1.271,,,3391.944,4.41,2.59,0.77,4.49,1.89,0.47,15.24,2.21,3.64,,11.75,2.89,4.03,,,,,
South America,1990,,295398169,,21.318,0.072,595.614,15.43,2.66,2.016,0.247,0.179,66.519,0.225,602.173,2.039,0.25,543.718,15443.381,2071.378,1231.179,1751.575,9841.843,3.688,11507.585,,23.899,0.081,107.281,0.363,4.863,10.053,688.9,2.332,218.27,0.739,372.908,1.262,0.013,3.688,3399.32,4.27,2.62,0.76,4.48,1.91,0.47,15.06,2.23,3.65,0.2,9.44,2.79,4.05,1.65,2969.54,1436.51,6.559,1.1
South America,1991,,300829456,,23.048,0.077,603.004,7.39,1.24,2.004,0.238,0.176,68.307,0.227,617.703,2.053,0.244,566.766,16046.385,2139.685,1253.907,1863.453,10215.131,7.443,11689.251,,22.727,0.075,111.879,0.372,4.894,9.99,708.45,2.355,220.59,0.733,373.288,1.241,0.013,3.755,3516.471,4.5,2.59,0.79,4.48,1.93,0.48,14.86,2.26,3.66,0.36,8.49,2.85,3.85,1.74,3005.28,1472.25,14.699,2.44
South America,1992,,306228622,,21.706,0.071,615.051,12.047,2,2.009,0.234,0.17,67.412,0.22,639.813,2.089,0.243,588.472,16661.436,2207.096,1277.239,1953.609,10623.629,11.391,12105.796,,23.332,0.076,90.156,0.294,4.894,9.901,721.09,2.355,221.87,0.725,408.498,1.334,0.013,3.948,3707.141,4.06,2.73,0.8,4.46,1.95,0.49,14.72,2.26,3.69,0.5,9.83,2.28,4.45,1.83,3031.82,1498.8,24.762,4.03
South America,1993,,311601581,,23.051,0.074,650.401,35.35,5.75,2.087,0.235,0.173,69.061,0.222,667.844,2.143,0.241,611.523,17311.838,2276.158,1305.096,2057.824,11045.605,15.632,12384.513,,27.857,0.089,104.214,0.334,4.907,9.827,730.48,2.344,223.77,0.718,421.976,1.354,0.014,4.241,3859.034,4.15,2.85,0.81,4.45,1.98,0.49,14.65,2.28,3.71,0.63,11.93,2.56,4.59,1.97,3062.13,1529.12,17.444,2.68
South America,1994,,316958267,,24.517,0.077,667.658,17.258,2.65,2.106,0.228,0.167,72.209,0.228,683.754,2.157,0.233,636.04,17979.496,2348.367,1335.374,2175.217,11464.768,19.73,12954.593,,30.278,0.095,117.393,0.37,4.935,9.772,747.26,2.358,228.24,0.72,419.162,1.322,0.013,4.098,4106.065,4.14,2.91,0.84,4.44,2,0.5,14.6,2.3,3.74,0.73,12.77,2.86,4.54,1.9,3097.38,1564.34,16.096,2.41
South America,1995,,322302314,,26.413,0.082,699.156,31.498,4.72,2.169,0.228,0.167,75.141,0.233,723.401,2.244,0.236,662.453,18678.65,2423.508,1364.949,2309.954,11893.952,23.834,13310.562,,29.575,0.092,134.738,0.418,5.058,9.817,771.73,2.394,231.72,0.719,429.185,1.332,0.013,4.104,4290.025,4.22,2.98,0.85,4.43,2.02,0.5,14.55,2.34,3.76,0.81,12.58,3.2,4.6,1.85,3163.9,1630.35,24.245,3.47
South America,1996,,327635138,,28.564,0.087,725.574,26.418,3.78,2.215,0.229,0.167,77.874,0.238,745.911,2.277,0.235,691.017,19404.227,2501.382,1390.031,2459.758,12333.955,28.082,13607.483,,25.082,0.077,149.804,0.457,5.126,9.827,785.59,2.398,223.42,0.682,440.003,1.343,0.013,4.248,4458.29,4.47,3,0.86,4.43,2.05,0.51,14.45,2.39,3.79,0.89,10.57,3.4,4.58,1.93,3219.51,1679.43,20.337,2.8
South America,1997,,332943530,,31.291,0.094,768.849,43.275,5.96,2.309,0.23,0.168,82.109,0.247,807.137,2.424,0.241,722.308,20173.074,2583.49,1414.347,2620.756,12799.754,32.42,14120.573,,24.315,0.073,160.997,0.484,5.25,9.891,810.52,2.434,229.22,0.688,465.799,1.399,0.013,4.338,4701.354,4.75,3.16,0.91,4.44,2.08,0.52,14.34,2.44,3.82,0.96,10.01,3.64,4.77,1.95,3293.09,1747.92,38.288,4.98
South America,1998,,338199109,,32.437,0.096,821.329,52.479,6.83,2.429,0.241,0.173,82.876,0.245,861.681,2.548,0.253,754.745,20994.404,2666.366,1431.669,2799.278,13305.785,36.561,14376.939,,17.322,0.051,178.522,0.528,5.278,9.885,832.45,2.461,240.41,0.711,506.031,1.496,0.012,4.141,4862.268,4.96,3.39,0.95,4.46,2.11,0.53,14.18,2.5,3.85,1.02,7.48,3.98,5.14,1.89,3343.07,1784.93,40.352,4.91
South America,1999,,343364515,,31.303,0.091,839.543,18.214,2.22,2.445,0.248,0.176,78.707,0.229,798.987,2.327,0.236,786.048,21833.947,2745.073,1446.533,2984.398,13830.98,40.913,14239.585,,14.864,0.043,185.121,0.539,5.201,9.743,830.51,2.419,241.07,0.702,525.196,1.53,0.013,4.352,4889.368,4.57,3.42,0.91,4.47,2.14,0.53,14.02,2.56,3.89,1.07,6.64,4,5.21,2,3345.23,1785.93,-40.556,-4.83
South America,2000,,348411887,,31.027,0.089,821.39,-18.153,-2.16,2.358,0.234,0.169,79.037,0.227,775.6,2.226,0.221,817.075,22655.336,2824.11,1472.78,3154.694,14340.756,45.921,14232.598,,26.247,0.075,170.296,0.489,5.213,9.598,822.88,2.362,235.46,0.676,509.775,1.463,0.014,5.008,4958.806,4.32,3.26,0.88,4.46,2.17,0.54,13.91,2.6,3.92,1.14,9.73,3.6,4.96,2.33,3343.93,1816.27,-45.789,-5.57
South America,2001,,353333487,,29.918,0.085,832.246,10.857,1.32,2.355,0.234,0.174,72.54,0.205,784.846,2.221,0.22,846.993,23487.582,2896.65,1496.717,3334.363,14862.128,50.732,13864.838,,23.937,0.068,179.669,0.508,5.221,9.591,835.23,2.364,245.59,0.695,521.372,1.476,0.014,4.811,4898.912,4,3.27,0.8,4.44,2.19,0.54,13.78,2.64,3.95,1.2,8.81,3.76,5.03,2.28,3388.74,1844.61,-47.4,-5.7
South America,2002,,358133211,,27.622,0.077,847.148,14.902,1.79,2.365,0.236,0.175,71.3,0.199,725.074,2.025,0.202,874.615,24334.73,2967.95,1523.045,3512.967,15400.466,55.688,13846.282,,26.328,0.073,178.604,0.499,5.214,9.555,855.02,2.387,262.79,0.734,538.338,1.503,0.014,4.956,4958.813,3.5,3.25,0.75,4.41,2.22,0.55,13.66,2.68,3.99,1.25,9.18,3.63,5.19,2.31,3421.83,1867.27,-122.074,-14.41
South America,2003,,362809675,,27.61,0.076,858.232,11.085,1.31,2.365,0.233,0.175,76.5,0.211,766.962,2.114,0.208,902.225,25192.963,3044.45,1549.673,3697.55,15938.312,60.752,13818.747,,26.628,0.073,184.584,0.509,5.236,9.512,873.83,2.409,272.3,0.751,537.847,1.482,0.014,5.064,5013.575,3.26,3.14,0.75,4.36,2.24,0.55,13.55,2.72,4.01,1.3,9.24,3.62,5.04,2.31,3450.91,1899.51,-91.271,-10.63
